0,10000,20000,30000,40000,50000,60000,70000,80000,90000,100000,110000,120000,130000,140000,150000,160000,170000,180000,190000,200000,210000,220000,230000,240000,250000,260000,270000,280000,290000,300000,310000,320000,330000,340000,350000,360000,370000,380000,390000,400000,410000,420000,430000,440000,450000,460000,470000,480000,490000,500000,510000,520000,530000,540000,550000,560000,570000,580000,590000,600000,610000,620000,630000,640000,650000,660000,670000,680000,690000,700000,710000,720000,730000,740000,750000,760000,770000,780000,790000,800000,810000,820000,830000,840000,850000,860000,870000,880000,890000,900000,910000,920000,930000,940000,950000,960000,970000,980000,990000,
-0.17304,-0.181725,-0.179055,-0.453095,-0.386265,-0.17709,-0.12267,-0.060625,-0.120715,-0.05582,-0.03972,-0.05409,-0.07493,-0.03543,-0.03985,-0.04593,-0.044025,-0.05963,-0.05931,-0.069355,-0.054925,-0.064245,-0.043115,-0.04134,-0.045805,-0.03939,-0.04569,-0.08659,-0.152975,-0.032,-0.051655,-0.03412,-0.038355,-0.03681,-0.032095,-0.05824,-0.04194,-0.03313,-0.04286,-0.043065,-0.036745,-0.050675,-0.039055,-0.03329,-0.036855,-0.035645,-0.030045,-0.034245,-0.055745,-0.0443,-0.061615,-0.05668,-0.05116,-0.052725,-0.04833,-0.03527,-0.045515,-0.04284,-0.051935,-0.082825,-0.037175,-0.03617,-0.0443,-0.04219,-0.04411,-0.075545,-0.034375,-0.03784,-0.068965,-0.0455,-0.03939,-0.0753,-0.10045,-0.071105,-0.07808,-0.054125,-0.063745,-0.05685,-0.053995,-0.037805,-0.03333,-0.07502,-0.047755,-0.09389,-0.09618,-0.060145,-0.05357,-0.078155,-0.127175,-0.081005,-0.063035,-0.07096,-0.053235,-0.1357,-0.127015,-0.07021,-0.07849,-0.097505,-0.09368,-0.087585,
-0.03405,-0.063035,-0.065185,-0.01888,-0.069835,-0.010215,-0.01414,-0.02395,-0.02952,-0.025225,-0.01362,-0.0441,-0.06747,-0.01019,-0.00466,-0.05474,-0.06035,-0.041255,-0.02288,-0.03182,-0.04572,-0.01626,-0.05177,-0.07368,-0.02051,-0.029425,-0.04124,-0.05679,-0.03296,-0.070545,-0.034145,-0.026845,-0.049195,-0.052575,-0.04667,-0.077125,-0.03372,-0.05157,-0.03343,-0.04957,-0.023925,-0.053575,-0.07666,-0.026365,-0.029825,-0.03682,-0.041475,-0.03496,-0.038975,-0.02276,-0.007265,-0.05896,-0.030015,-0.04683,-0.07006,-0.03144,-0.064405,-0.027585,-0.054585,-0.043965,-0.04131,-0.030155,-0.02909,-0.014735,-0.04326,-0.041545,-0.01976,-0.041435,-0.02644,-0.005695,-0.05281,-0.04465,-0.019625,-0.01996,-0.04128,-0.040055,-0.033785,-0.029245,-0.023975,-0.0221,-0.02657,-0.049235,-0.029555,-0.045375,-0.025225,-0.05205,-0.025715,-0.066895,-0.037205,-0.03336,-0.04859,-0.018025,-0.030225,-0.01982,-0.060945,-0.032585,-0.015265,-0.06369,-0.039525,-0.06531,
